category,sku,name,unit,price,url,image,scraped_time
Engineered Lumber,914LVL16,"LVL Beam 9-1/4"" X 16'  2.1E (1-3/4"" X 9-1/4"")",Each,$142.40,https://www.coppsbuildall.com/shop/914LVL16/lvl-beam-9-1-4-x-16-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8830-sm.jpg,
Engineered Lumber,914LVL18,"LVL Beam 9-1/4"" X 18'  2.1E (1-3/4"" X 9-1/4"")",Each,$160.20,https://www.coppsbuildall.com/shop/914LVL18/lvl-beam-9-1-4-x-18-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8831-sm.jpg,
Engineered Lumber,914LVL20,"LVL Beam 9-1/4"" X 20'  2.1E (1-3/4"" X 9-1/4"")",Each,$178.00,https://www.coppsbuildall.com/shop/914LVL20/lvl-beam-9-1-4-x-20-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8832-sm.jpg,
Engineered Lumber,914LVL24,"LVL Beam 9-1/4"" X 24'  2.1E (1-3/4"" X 9-1/4"")",Each,$213.60,https://www.coppsbuildall.com/shop/914LVL24/lvl-beam-9-1-4-x-24-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8834-sm.jpg,
Engineered Lumber,914LVL26,"LVL Beam 9-1/4"" X 26'  2.1E (1-3/4"" X 9-1/4"")",Each,$231.40,https://www.coppsbuildall.com/shop/914LVL26/lvl-beam-9-1-4-x-26-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8835-sm.jpg,
Engineered Lumber,914LVL48,"LVL Beam 9-1/4"" X 48'  2.1E (1-3/4"" X 9-1/4"")",Each,$427.20,https://www.coppsbuildall.com/shop/914LVL48/lvl-beam-9-1-4-x-48-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8847-sm.jpg,
Engineered Lumber,914LVL6,"LVL Beam 9-1/4"" X 6'   2.1E (1-3/4"" X 9-1/4"")",Each,$53.40,https://www.coppsbuildall.com/shop/914LVL6/lvl-beam-9-1-4-x-6-21e-1-3-4-x-9-1-4/,https://www.coppsbuildall.com/img/products/8848-sm.jpg,
Engineered Lumber,912LVL10,"LVL Beam 9-1/2"" X 10'  2.1E (1-3/4"" X 9-1/2"")",Each,$90.80,https://www.coppsbuildall.com/shop/912LVL10/lvl-beam-9-1-2-x-10-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8798-sm.jpg,
Engineered Lumber,912LVL12,"LVL Beam 9-1/2"" X 12'  2.1E (1-3/4"" X 9-1/2"")",Each,$109.00,https://www.coppsbuildall.com/shop/912LVL12/lvl-beam-9-1-2-x-12-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8799-sm.jpg,
Engineered Lumber,912LVL14,"LVL Beam 9-1/2"" X 14'  2.1E (1-3/4"" X 9-1/2"")",Each,$127.20,https://www.coppsbuildall.com/shop/912LVL14/lvl-beam-9-1-2-x-14-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8800-sm.jpg,
Engineered Lumber,912LVL16,"LVL Beam 9-1/2"" X 16'  2.1E (1-3/4"" X 9-1/2"")",Each,$145.40,https://www.coppsbuildall.com/shop/912LVL16/lvl-beam-9-1-2-x-16-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8801-sm.jpg,
Engineered Lumber,912LVL18,"LVL Beam 9-1/2"" X 18'  2.1E (1-3/4"" X 9-1/2"")",Each,$163.50,https://www.coppsbuildall.com/shop/912LVL18/lvl-beam-9-1-2-x-18-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8802-sm.jpg,
Engineered Lumber,912LVL20,"LVL Beam 9-1/2"" X 20'  2.1E (1-3/4"" X 9-1/2"")",Each,$181.70,https://www.coppsbuildall.com/shop/912LVL20/lvl-beam-9-1-2-x-20-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8803-sm.jpg,
Engineered Lumber,912LVL26,"LVL Beam 9-1/2"" X 26'  2.1E (1-3/4"" X 9-1/2"")",Each,$236.20,https://www.coppsbuildall.com/shop/912LVL26/lvl-beam-9-1-2-x-26-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8806-sm.jpg,
Engineered Lumber,912LVL48,"LVL Beam 9-1/2"" X 48'  2.1E (1-3/4"" X 9-1/2"")",Each,$436.10,https://www.coppsbuildall.com/shop/912LVL48/lvl-beam-9-1-2-x-48-21e-1-3-4-x-9-1-2/,https://www.coppsbuildall.com/img/products/8818-sm.jpg,
Engineered Lumber,1178LVL10,"LVL Beam 11-7/8"" X 10'  2.1E (1-3/4"" X 11-7/8"")",Each,$114.10,https://www.coppsbuildall.com/shop/1178LVL10/lvl-beam-11-7-8-x-10-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1003-sm.jpg,
Engineered Lumber,1178LVL12,"LVL Beam 11-7/8"" X 12'  2.1E (1-3/4"" X 11-7/8"")",Each,$136.90,https://www.coppsbuildall.com/shop/1178LVL12/lvl-beam-11-7-8-x-12-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1004-sm.jpg,
Engineered Lumber,1178LVL16,"LVL Beam 11-7/8"" X 16'  2.1E (1-3/4"" X 11-7/8"")",Each,$182.50,https://www.coppsbuildall.com/shop/1178LVL16/lvl-beam-11-7-8-x-16-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1006-sm.jpg,
Engineered Lumber,1178LVL18,"LVL Beam 11-7/8"" X 18'  2.1E (1-3/4"" X 11-7/8"")",Each,$205.30,https://www.coppsbuildall.com/shop/1178LVL18/lvl-beam-11-7-8-x-18-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1007-sm.jpg,
Engineered Lumber,1178LVL22,"LVL Beam 11-7/8"" X 22'  2.1E (1-3/4"" X 11-7/8"")",Each,$251.00,https://www.coppsbuildall.com/shop/1178LVL22/lvl-beam-11-7-8-x-22-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1009-sm.jpg,
Engineered Lumber,1178LVL24,"LVL Beam 11-7/8"" X 24'  2.1E (1-3/4"" X 11-7/8"")",Each,$273.80,https://www.coppsbuildall.com/shop/1178LVL24/lvl-beam-11-7-8-x-24-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1010-sm.jpg,
Engineered Lumber,1178LVL32,"LVL Beam 11-7/8"" X 32'  2.1E (1-3/4"" X 11-7/8"")",Each,$365.10,https://www.coppsbuildall.com/shop/1178LVL32/lvl-beam-11-7-8-x-32-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1014-sm.jpg,
Engineered Lumber,1178LVL48,"LVL Beam 11-7/8"" X 48'  2.1E (1-3/4"" X 11-7/8"")",Each,$547.60,https://www.coppsbuildall.com/shop/1178LVL48/lvl-beam-11-7-8-x-48-21e-1-3-4-x-11-7-8/,https://www.coppsbuildall.com/img/products/1023-sm.jpg,
Engineered Lumber,14LVL20,"LVL Beam 14"" X 20'    2.1E (1-3/4"" X 14"")",Each,$269.10,https://www.coppsbuildall.com/shop/14LVL20/lvl-beam-14-x-20-21e-1-3-4-x-14/,https://www.coppsbuildall.com/img/products/1915-sm.jpg,
Engineered Lumber,14LVL48,"LVL Beam 14"" X 48'    2.1E (1-3/4"" X 14"")",Each,$645.80,https://www.coppsbuildall.com/shop/14LVL48/lvl-beam-14-x-48-21e-1-3-4-x-14/,https://www.coppsbuildall.com/img/products/1930-sm.jpg,
Engineered Lumber,14LVL8,"LVL Beam 14"" X 8'    2.1E (1-3/4"" X 14"")",Each,$107.60,https://www.coppsbuildall.com/shop/14LVL8/lvl-beam-14-x-8-21e-1-3-4-x-14/,https://www.coppsbuildall.com/img/products/1932-sm.jpg,
Engineered Lumber,16LVL10,"LVL Beam 16"" X 10'    2.1E (1-3/4"" X 16"")",Each,$153.60,https://www.coppsbuildall.com/shop/16LVL10/lvl-beam-16-x-10-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2151-sm.jpg,
Engineered Lumber,16LVL12,"LVL Beam 16"" X 12'    2.1E (1-3/4"" X 16"")",Each,$184.40,https://www.coppsbuildall.com/shop/16LVL12/lvl-beam-16-x-12-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2152-sm.jpg,
Engineered Lumber,16LVL14,"LVL Beam 16"" X 14'    2.1E (1-3/4"" X 16"")",Each,$215.10,https://www.coppsbuildall.com/shop/16LVL14/lvl-beam-16-x-14-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2153-sm.jpg,
Engineered Lumber,16LVL20,"LVL Beam 16"" X 20'    2.1E (1-3/4"" X 16"")",Each,$307.30,https://www.coppsbuildall.com/shop/16LVL20/lvl-beam-16-x-20-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2156-sm.jpg,
Engineered Lumber,16LVL22,"LVL Beam 16"" X 22'    2.1E (1-3/4"" X 16"")",Each,$338.00,https://www.coppsbuildall.com/shop/16LVL22/lvl-beam-16-x-22-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2157-sm.jpg,
Engineered Lumber,16LVL26,"LVL Beam 16"" X 26'    2.1E (1-3/4"" X 16"")",Each,$399.50,https://www.coppsbuildall.com/shop/16LVL26/lvl-beam-16-x-26-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2159-sm.jpg,
Engineered Lumber,16LVL34,"LVL Beam 16"" X 34'    2.1E (1-3/4"" X 16"")",Each,$522.40,https://www.coppsbuildall.com/shop/16LVL34/lvl-beam-16-x-34-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2163-sm.jpg,
Engineered Lumber,16LVL48,"LVL Beam 16"" X 48'    2.1E (1-3/4"" X 16"")",Each,$737.50,https://www.coppsbuildall.com/shop/16LVL48/lvl-beam-16-x-48-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2171-sm.jpg,
Engineered Lumber,16LVL6,"LVL Beam 16"" X 6'    2.1E (1-3/4"" X 16"")",Each,$92.20,https://www.coppsbuildall.com/shop/16LVL6/lvl-beam-16-x-6-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2172-sm.jpg,
Engineered Lumber,16LVL8,"LVL Beam 16"" X 8'    2.1E (1-3/4"" X 16"")",Each,$122.90,https://www.coppsbuildall.com/shop/16LVL8/lvl-beam-16-x-8-21e-1-3-4-x-16/,https://www.coppsbuildall.com/img/products/2173-sm.jpg,
Engineered Lumber,IHFL25925,"Joist Hanger, Face Mount, 2-1/2"" x 9-1/4""-9-1/2"", Mitek EWP",Each,$3.35,https://www.coppsbuildall.com/shop/IHFL25925/joist-hanger-face-mount-2-1-2-x-9-1-4-9-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/59872-sm.jpg,
Engineered Lumber,IHFL2514,"Joist Hanger, Face Mount, 2-1/2""X14"", Mitek EWP",Each,$5.09,https://www.coppsbuildall.com/shop/IHFL2514/joist-hanger-face-mount-2-1-2x14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59871-sm.jpg,
Engineered Lumber,THDH7210,"Beam Hanger, Face Mount, 4-Ply, 7"" x 9-1/2""-14"", Mitek EWP",Each,$40.05,https://www.coppsbuildall.com/shop/THDH7210/beam-hanger-face-mount-4-ply-7-x-9-1-2-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/68170-sm.jpg,
Engineered Lumber,HHUS210-4,"Beam Hanger, Face Mount, Quad 2 x 10, Simpson",Each,$36.99,https://www.coppsbuildall.com/shop/HHUS210-4/beam-hanger-face-mount-quad-2-x-10-simpson/,https://www.coppsbuildall.com/img/products/11339-sm.jpg,
Engineered Lumber,HUS179,"Joist Hanger, Face Mount, 1-3/4"" x 11-1/4"" - 11-7/8"", Mitek EWP",Each,$8.19,https://www.coppsbuildall.com/shop/HUS179/joist-hanger-face-mount-1-3-4-x-11-1-4-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/59867-sm.jpg,
Engineered Lumber,HD310,"Joist Hanger, Face Mount, 2-9/16"" x 7-7/16"", Mitek EWP",Each,$12.25,https://www.coppsbuildall.com/shop/HD310/joist-hanger-face-mount-2-9-16-x-7-7-16-mitek-ewp/,https://www.coppsbuildall.com/img/products/59835-sm.jpg,
Engineered Lumber,HD310-2,"Joist Hanger, Face Mount, 2.5"" x 9.5"" - 14"", MiTek EWP",Each,$17.25,https://www.coppsbuildall.com/shop/HD310-2/joist-hanger-face-mount-25-x-95-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/68129-sm.jpg,
Engineered Lumber,SUH310,"Joist Hanger, Face Mount, 3"" x 10"", Mitek EWP",Each,$10.90,https://www.coppsbuildall.com/shop/SUH310/joist-hanger-face-mount-3-x-10-mitek-ewp/,https://www.coppsbuildall.com/img/products/59912-sm.jpg,
Engineered Lumber,THD410,"Joist Hanger, Face Mount, 3-1/2"" x 9-1/4""-14"", Mitek EWP",Each,$17.45,https://www.coppsbuildall.com/shop/THD410/joist-hanger-face-mount-3-1-2-x-9-1-4-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59834-sm.jpg,
Engineered Lumber,SKH1720L,"Joist Hanger, Face Mount, 45 Degree Skew Left, 1 -3/4"" x 9-1/4""-14"", Mitek EWP",Each,$14.95,https://www.coppsbuildall.com/shop/SKH1720L/joist-hanger-face-mount-45-degree-skew-left-1-3-4-x-9-1-4-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59898-sm.jpg,
Engineered Lumber,SKH2524L,"Joist Hanger, Face Mount, 45 Degree Skew Left, 2-1/2"" x 11-14""-16"", Mitek EWP",Each,$19.95,https://www.coppsbuildall.com/shop/SKH2524L/joist-hanger-face-mount-45-degree-skew-left-2-1-2-x-11-14-16-mitek-ewp/,https://www.coppsbuildall.com/img/products/59899-sm.jpg,
Engineered Lumber,SKH1720R,"Joist Hanger, Face Mount, 45 Degree Skew Right, 1 -3/4"" x 9-1/4""-14"", Mitek EWP",Each,$14.95,https://www.coppsbuildall.com/shop/SKH1720R/joist-hanger-face-mount-45-degree-skew-right-1-3-4-x-9-1-4-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59903-sm.jpg,
Engineered Lumber,SKH2524R,"Joist Hanger, Face Mount, 45 Degree Skew Righy, 2-1/2"" x 11-14""-16"", Mitek EWP",Each,$19.95,https://www.coppsbuildall.com/shop/SKH2524R/joist-hanger-face-mount-45-degree-skew-righy-2-1-2-x-11-14-16-mitek-ewp/,https://www.coppsbuildall.com/img/products/59905-sm.jpg,
Engineered Lumber,THDH610,"Joist Hanger, Face Mount, 5-1/4"" x 9-1/4""-11-7/8"", Mitek EWP",Each,$22.75,https://www.coppsbuildall.com/shop/THDH610/joist-hanger-face-mount-5-1-4-x-9-1-4-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/59832-sm.jpg,
Engineered Lumber,IHFL35112,"Joist Hanger, Face Mount, Double, 3-1/2"" x 11-7/8"", Mitek EWP",Each,$4.19,https://www.coppsbuildall.com/shop/IHFL35112/joist-hanger-face-mount-double-3-1-2-x-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/68169-sm.jpg,
Engineered Lumber,IHFL35925,"Joist Hanger, Face Mount, Double, 3-1/2"" x 9-1/4""-9-1/2"", Mitek EWP",Each,$3.75,https://www.coppsbuildall.com/shop/IHFL35925/joist-hanger-face-mount-double-3-1-2-x-9-1-4-9-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/59873-sm.jpg,
Engineered Lumber,HDQ179IF,"Joist Hanger, Face Mount, Inverted Flanges, 1-13/16"" x 9"", Mitek EWP",Each,$39.25,https://www.coppsbuildall.com/shop/HDQ179IF/joist-hanger-face-mount-inverted-flanges-1-13-16-x-9-mitek-ewp/,https://www.coppsbuildall.com/img/products/59840-sm.jpg,
Engineered Lumber,HDQ410IF,"Joist Hanger, Face Mount, Inverted Flanges, 3-1/2"" x 9-1/4""-14"", Mitek EWP",Each,$43.75,https://www.coppsbuildall.com/shop/HDQ410IF/joist-hanger-face-mount-inverted-flanges-3-1-2-x-9-1-4-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59863-sm.jpg,
Engineered Lumber,HDQ610IF,"Joist Hanger, Face Mount, Inverted Flanges, 6"" x 10"", Mitek EWP",Each,$41.75,https://www.coppsbuildall.com/shop/HDQ610IF/joist-hanger-face-mount-inverted-flanges-6-x-10-mitek-ewp/,https://www.coppsbuildall.com/img/products/74904-sm.jpg,
Engineered Lumber,LSSH25,"Joist Hanger, Face Mount, Slope/Skew, 2-1/2"", Mitek EWP",Each,$11.75,https://www.coppsbuildall.com/shop/LSSH25/joist-hanger-face-mount-slope-skew-2-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/59877-sm.jpg,
Engineered Lumber,LSSH35,"Joist Hanger, Face Mount, Slope/Skew, 3-1/2"", Mitek EWP",Each,$13.85,https://www.coppsbuildall.com/shop/LSSH35/joist-hanger-face-mount-slope-skew-3-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/59876-sm.jpg,
Engineered Lumber,THO25118-2,"Joist Hanger, Top Mount, 2-Ply, 2-1/2"" x 11-7/8"", MiTek EWP",Each,$14.30,https://www.coppsbuildall.com/shop/THO25118-2/joist-hanger-top-mount-2-ply-2-1-2-x-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/68171-sm.jpg,
Engineered Lumber,HUC210-3Z,"Joist Hanger, Triple 2 x 10, Concealed Flange, Face Mount, ZMAX, Simpson",Each,$71.50,https://www.coppsbuildall.com/shop/HUC210-3Z/joist-hanger-triple-2-x-10-concealed-flange-face-mount-zmax-simpson/,https://www.coppsbuildall.com/img/default-img.png,
Engineered Lumber,TFL25118,"Joist Hanger, Top Mount, 2-1/2"" x 11-7/8"", MiTek EWP",Each,$4.49,https://www.coppsbuildall.com/shop/TFL25118/joist-hanger-top-mount-2-1-2-x-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/59879-sm.jpg,
Engineered Lumber,TFL2595,"Joist Hanger, Top Mount, 2-1/2"" X 9 1/2"", MiTek EWP",Each,$4.40,https://www.coppsbuildall.com/shop/TFL2595/joist-hanger-top-mount-2-1-2-x-9-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/59882-sm.jpg,
Engineered Lumber,THO35140,"Joist Hanger, Top Mount, 3-1/2"" x 14"", MiTek EWP",Each,$12.35,https://www.coppsbuildall.com/shop/THO35140/joist-hanger-top-mount-3-1-2-x-14-mitek-ewp/,https://www.coppsbuildall.com/img/products/59884-sm.jpg,
Engineered Lumber,THO17118-2,"Joist Hanger, Two-Ply, Top Mount LVL, 3.5"" x 11-7/8"", MiTek EWP",Each,$10.95,https://www.coppsbuildall.com/shop/THO17118-2/joist-hanger-two-ply-top-mount-lvl-35-x-11-7-8-mitek-ewp/,https://www.coppsbuildall.com/img/products/71143-sm.jpg,
Engineered Lumber,THO17950-2,"Joist Hanger, Two-Ply, Top Mount, 3-1/2"" X 9 1/2"", MiTek EWP",Each,$13.25,https://www.coppsbuildall.com/shop/THO17950-2/joist-hanger-two-ply-top-mount-3-1-2-x-9-1-2-mitek-ewp/,https://www.coppsbuildall.com/img/products/86330-sm.jpg,
Engineered Lumber,MP9,"Angle Framing Bracket, Field-Adjustable, 2-1/4"" x 2-1/4"" x 6-7/8"", Mitek",Each,$4.90,https://www.coppsbuildall.com/shop/MP9/angle-framing-bracket-field-adjustable-2-1-4-x-2-1-4-x-6-7-8-mitek/,https://www.coppsbuildall.com/img/products/71379.jpg,
Engineered Lumber,PB44Z,"Post Base 4 x 4, Hot-Dipped Galvanized",Each,$18.99,https://www.coppsbuildall.com/shop/PB44Z/post-base-4-x-4-hot-dipped-galvanized/,https://www.coppsbuildall.com/img/products/29436.jpg,
